,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
106,@DrThomasPaul,"Dr. Thomas Paul, Therapist. #MindBody",27 oct. 2017,"MEDICAL #DOCTORS ARE TAUGHT ALMOST NOTHING ABOUT HOW #VACCINES WORK OR WHAT'S IN THEM. 
They follow ""the orders"" like the indoctrinated servants they must be in order to graduate.#Vaccine injuries escalating. 
https://twitter.com/LotusOak/status/923667380307480577 …
#BigPharma #gmo #VAXXED @realDonaldTrump #MAGA",16,18,/DrThomasPaul/status/924023371385339904,
107,@Health_Triangle,HealthTriangle,27 oct. 2017,".@rsbellmedia - #Vaccine morality, Jon Rappoport, Outside The Box, @CancerTruthNews, truth about #petcancer, #chemo errors, #GMO hucksters … pic.twitter.com/GmD1QA77iK",1,2,/Health_Triangle/status/923987664805736451,
108,@tjvision,Todd Vision,27 oct. 2017,"Really? More than politicized FUD from merchants of doubt on climate science, or misguided gmo, health, vaccine, etc activism?",0,0,/tjvision/status/923970494143107073,
109,@beachvetlbc,Notorious KGB Aggie,25 oct. 2017,There is a reason to be skeptical because GMO advocates are also vaccine pushers even though none are licensed to vaccinate.,1,2,/beachvetlbc/status/923297745137426433,
110,@Olivefarmer,Philli H,25 oct. 2017,"I do too.... if promoting high aluminium GMO soy,with extreme glyphosate residues as safe in baby formula,with intensive vaccine schedule",0,1,/Olivefarmer/status/923273047116718080,
111,@educatax,Mazi Chinedu,25 oct. 2017,"#GMO is d cause, you can't modify a supposed natural plant & expect nature not to fight back. Vaccine? it's introduction of harmful bacteria",2,6,/educatax/status/923159483106373634,
112,@HillaryAyesiga,Hillary Ayesiga,25 oct. 2017,"I want to know more about vaccine development, transgenic development, planting and stocking materials. What's the progress  #naro4devt",5,4,/HillaryAyesiga/status/923084534329020416,
113,@narouganda,NARO Uganda,25 oct. 2017,"Today's media briefing will focus on updates about the fall army worm management, vaccine management, transgenic devt #NARO4Devt",29,7,/narouganda/status/923076430111666176,
114,@Anonymous_Guy13,Anonymous Guy,24 oct. 2017,"Hidden #Weapons of #Mass #Depopulation https://worldtruth.tv/hidden-weapons-of-mass-depopulation/ …
#Vaccinations
#Fluoride
#GMO
#GeoEngineering",1,0,/Anonymous_Guy13/status/922911988908482561,
115,@Nature_NPJ,Nature Partner Jnls,24 oct. 2017,Protective efficacy of a novel simian adenovirus vaccine against lethal MERS-CoV challenge in a transgenic human... http://go.nature.com/2z2YUxD pic.twitter.com/t18lA4mijo,3,0,/Nature_NPJ/status/922900499384254465,Usuario Verificado
116,@JoannHillier,Joann Hillier#resist,24 oct. 2017,"Isn't this a GMO, vaccine?",0,1,/JoannHillier/status/922874857511096321,
117,@knowatiger,Stripes,24 oct. 2017,"Of course we rank low in infant morality: vaccine shots, prescription drugs, textbook doctors, GMO diets w/ chemicals and oh yes, abortion.",0,0,/knowatiger/status/922794606726733827,
118,@tkopeceo,Teresa,23 oct. 2017,"Who is allowing GMO’S in our food Mercury in our vaccinations cemtrail’s in our sky’s,wages below living wage high taxes??
Who wants all it?",0,0,/tkopeceo/status/922478124222337024,
119,@BioinfoTools,Grant Jacobs,23 oct. 2017,"FWIW, I tend to write less on vaccines now we have a WHO vaccine safety expert on Sciblogs! :-D (But GMO, glyphosate, gene therapy/editing…)",0,1,/BioinfoTools/status/922476885367336960,
120,@CreepyJared,💪 🇺🇸 💪,23 oct. 2017,They deserve to sit in a prison sell and only see @realDonaldTrump talk and tweet on a little T.V. (The slow vaccine and Gmo death outta do),0,0,/CreepyJared/status/922322891089231872,
121,@LynnDoles,Lynn Doles,21 oct. 2017,"To enforce vaccinations, fluoride, gmo's, abortions, dumbing down of kids for depopulation agenda? https://twitter.com/DailyCaller/status/921597236697616384 …",1,0,/LynnDoles/status/921608726762704897,
122,@philasr,Philip Alu,21 oct. 2017,Great news it's the Sugar n GMO's n global warming psycho scientist that r putting all these chemicals in ur food n vaccinations 4 ur kids,0,0,/philasr/status/921542841993531392,
123,@pornmoth,rose emoji cat emoji,20 oct. 2017,True socialism means banning anti-vaccine/gmo people from having access to image processing software,0,2,/pornmoth/status/921425101744156673,
124,@achengula,Augustino Chengula,20 oct. 2017,Edible Vaccine Inventor Jokes about Culling Population with GMO Virus http://achengula.com/2017/10/20/edible-vaccine-inventor-jokes-about-culling-population-with-gmo-virus/ …,0,0,/achengula/status/921294174359621632,
125,@putatoschingon,☠️,20 oct. 2017,The thing is either vaccine or gmo is totally bad. There are both abusers and helpers. What's more important is our #consciousness,1,1,/putatoschingon/status/921221236889239553,
126,@stewart_carlton,Carlton Stewart,19 oct. 2017,Australia Determined To Forcibly Vaccinate By Intentional and Controlled Release of Aerosolized GMO Vaccine http://fb.me/19OYfexd9,0,0,/stewart_carlton/status/921058733282775040,
127,@HartbridgeART,Hartbridge Davo,19 oct. 2017,"They are affecting chakras  How are Vaccinations, Chemtrails, Morgellon, GMO and Transhumanism Conne... https://youtu.be/2qc87fj2s3M  via @YouTube",0,0,/HartbridgeART/status/920993116940898304,
128,@awebberaz,Annie!Webber,19 oct. 2017,"@EsotericExposal Btw, if GMOs aren't hazardous to our health, why is Vital Probe, a gov contractor developing a GMO vaccine?",0,0,/awebberaz/status/920984351973634048,
129,@selah_blog,Selah Ministries,19 oct. 2017,GMO vaccine?! Goodness knows the effects of that. https://twitter.com/SmithTarquin/status/920940765911625729 …,3,4,/selah_blog/status/920965891805859845,
130,@warriorofwoke,Woke Warrior,19 oct. 2017,This #weird #creature was found roaming outside of The #BillGates #Vaccine and #Chemtrail #GMO factory! Stay safe people! #researchflatearthpic.twitter.com/CXTiFnWJfl,1,1,/warriorofwoke/status/920836012166725633,
131,@ernst_eck,Ernst Eck,18 oct. 2017,They were mutated by #Globalists   #Vaccinations #GMO #chemtrail  particulates #BigPharma #waterpolutants and it goes on & on & on https://twitter.com/Correction2016/status/920741360071737344 …,0,1,/ernst_eck/status/920785093584617472,
132,@Lamia_Alsubaie,Lamia Alsubaie,18 oct. 2017,@BillGates we will have genetically modified vaccine as backup tool  #ASHG17,0,0,/Lamia_Alsubaie/status/920762627936194560,
133,@AAbsten,maureen a absten,18 oct. 2017,Hope no other species DNA in this vaccine or GMO glyphosate or other disease promotion chemical.,0,0,/AAbsten/status/920716085401391109,
134,@sugarnugget15,Karin Cole,18 oct. 2017,So obvious-But people will not see this and just do not care. Too much fluoride & vaccinations and GMO's-& on&on&on. Our bodies r resilient. https://twitter.com/NYC_CHEMTRAILS/status/920110174307803136 …,0,1,/sugarnugget15/status/920442553652207621,
135,@jurassickane,12th month B-days 4 life,17 oct. 2017,"Anti GMO is no more scientific or logical than anti vaccine, anti evolution, or climate change denial",0,0,/jurassickane/status/920273984955883520,
136,@nfanget,Nicolas Fanget,17 oct. 2017,Protective efficacy of a novel vaccine against lethal MERS-CoV challenge in a transgenic human-mouse model https://www.nature.com/articles/s41541-017-0029-1 …,0,2,/nfanget/status/920262085505937409,
137,@hayek,Kevin Parker,17 oct. 2017,"From State U's 2026 syllabus:
-Advanced Inequality (math)
-Climate Change/Vaccine/GMO Skeptic Nap Time (science)
-Speech Prevention (comms)",0,0,/hayek/status/920128097738821632,
138,@1Encourager,Marie Krasch,16 oct. 2017,"Brilliant plan! ;-D
First, go after Insur. & Drug companies, legal immunity for vaccine pushers, GMO's, corrupt FDA and CDC, geoenginerring",0,0,/1Encourager/status/920074803456835584,
139,@WilliamDLees,William Lees #FBPE,16 oct. 2017,"There aren’t any organisms in the flu vaccine, genetically modified or not.",0,0,/WilliamDLees/status/919843070060974080,
140,@Dismukes,Dismukes,16 oct. 2017,Australia Determined To Forcibly Vaccinate By Intentional and Controlled Release of Aerosolized GMO Vaccine http://preventdisease.com/news/13/111513_Australia-Determined-To-Forcibly-Vaccinate-By-Intentional-and-Controlled-Release-Aerosolized-GMO-Vaccine.shtml …,0,0,/Dismukes/status/919717783025229824,
141,@unionbankvisa,Pia Ponce,15 oct. 2017,"New, Genetically-Modified HIV Vaccine Enters Next Phase of Trials https://source247.net/2017/10/15/new-genetically-modified-hiv-vaccine-enters-next-phase-of-trials/ …pic.twitter.com/EXLjnKPsF1",0,0,/unionbankvisa/status/919621230856060928,
142,@J_Immunol,J Immunol,15 oct. 2017,#UNC research of #Chlamydia-specific TCR #transgenic mouse with Th1 polyfunctionality may guide vaccine development http://ow.ly/Pf4w30fPFfj pic.twitter.com/RhFANImqxQ,2,4,/J_Immunol/status/919609027327348736,
143,@vadimnewquist,Vadim Newquist,15 oct. 2017,"Doctor would genuinely believe vaccine, fluoride, GMO con theories & stupid shit like radiation from basic technology. She was a liar too to",0,0,/vadimnewquist/status/919595440034779136,
144,@QuentinLines,XqiZiT ReaLiZaTioNs.,15 oct. 2017,"So if mice have been diagnosed w/cancers/tumors from GMO's,shouldn't this vaccine be labeled ""Anti-GMO"" vaccine..?
https://www.healthnutnews.com/schoolkids-to-get-anti-cancer-vaccine/ …",0,0,/QuentinLines/status/919407142913810432,
145,@DrKND,Dr. Rick Kirschner,14 oct. 2017,Here’s an idea:  Start w ur denial of vaccine damage and promotion of industry talking points re unlabeled GMO experiment. Miss trusting u.,0,1,/DrKND/status/919261795801600000,
146,@02Cents0,Elise Mysels,14 oct. 2017,"PositivelyJoan: RT silkmeadow: How are Vaccinations, Chemtrails, Morgellon, GMO and Transhumanism Conne... https://youtu.be/2qc87fj2s3M  #chemtr…",0,0,/02Cents0/status/919218556147044358,
147,@DullhooksScott,Scott H.,14 oct. 2017,We all but eradicated many diseases and now false narrative blaming vaccinations on AS is bringing them back.The GMO argument I'll discuss.,0,0,/DullhooksScott/status/919204739010633728,
148,@EFHerne,EFHerne,14 oct. 2017,"While we focus on politics, GMO/vaccine bullshit Rothschilds are imploding our economy w/""Asset Collection Chain"" https://www.youtube.com/watch?v=VezOnloLV9U …https://twitter.com/OpChemtrails/status/919121382679687168 …",0,0,/EFHerne/status/919123988701417473,
149,@chrisk2000,Trump vs. Globalism,14 oct. 2017,"Obesity Rates in kids:
World
1975: 1 in 400 
2016: 1 in 60
US
2016: 1 in 5 
#GMO #vaccine #ProcessedFood #health #children",0,2,/chrisk2000/status/919093481246617601,
150,@UoNYES,YES,13 oct. 2017,"Novel oral transgenic algal vaccine pitched by SPIVAC  @RoyalVetCollege at #YES17 against brucellosis to be used in cattle, sheep and goatspic.twitter.com/jgrXGfjpnf",2,0,/UoNYES/status/918770870734196741,
151,@warriorofwoke,Woke Warrior,12 oct. 2017,#LEAKED photo of #BigPharma himself! A brave insider at #Area51 sent me this pic of Big Pharma creating a new #GMO #chemtrail laced #vaccine pic.twitter.com/rMoyCUbFjT,0,1,/warriorofwoke/status/918479786229489664,
152,@White_Nacho,WHITE NACHO,12 oct. 2017,who told you the same poeple poisoning or water supply with Fluoride ? lol keep eating your GMO's and taking your Vaccinations lol,0,0,/White_Nacho/status/918396817351626752,
153,@mikexece1,mike xece,11 oct. 2017,"@HealthRanger Mr Adams are people forgetting about the GMO , Flouride , vaccinations, and chemtrails , ?",0,0,/mikexece1/status/918173344113086464,
154,@mikexece1,mike xece,11 oct. 2017,"@Lukewearechange  What about the vaccinations , fluoride, GMO and slavetrails geo-engineering?",0,0,/mikexece1/status/918172573157994497,
155,@MarchAgainstM,MarchAgainstMonsanto,11 oct. 2017,What You Need To Know About The New Genetically Modified HPV Vaccine https://www.march-against-monsanto.com/what-you-need-to-know-about-the-new-genetically-modified-hpv-vaccine/ … #MAMpic.twitter.com/1g7VGJEX5D,11,3,/MarchAgainstM/status/918132684454531072,
156,@FliiTyDaRealest,Flii Ty,10 oct. 2017,To all parents I strongly suggest you do research on GMO and Vaccinations. They are trying to kill us and our... http://fb.me/tcqaeICO,0,0,/FliiTyDaRealest/status/917821759361077249,
157,@VaxCalc,Vaccine Calculator  ♥,10 oct. 2017,Excellent shredding of GMO propaganda by @nntaleb - note GMO risks sound similar to vaccine risks (many unknowns) pic.twitter.com/9ika1od1gQ,2,2,/VaxCalc/status/917746554911494150,
158,@VyYheOr,VyYheOr,10 oct. 2017,xenoestrogens? something in chemtrails? forced vaccinations? GMO food? herbicides? fukushima and other unstable nuclear power plant leaks? https://twitter.com/RavenHUWolf/status/917594900077731840 …,0,0,/VyYheOr/status/917596291605069824,
159,@chrisbromfield1,LDN Loon,9 oct. 2017,"We definitely died/moved/fuck knows in 2012 cos the World is fucked up now..
HIV2ALL. GMO FOOD. VACCINE KILLERS. CHEM TRAILS MANDELA EFFECT",0,0,/chrisbromfield1/status/917442354642079749,
160,@achengula,Augustino Chengula,9 oct. 2017,FDA approves first GMO flu vaccine containing reprogrammed insect virus #flu #in… http://achengula.com/2017/10/09/fda-approves-first-gmo-flu-vaccine-containing-reprogrammed-insect-virus-flu-in/ …,0,0,/achengula/status/917217642284507136,
161,@DinaJon60818043,Dina Jones,8 oct. 2017,"JUST A THOUGHT, what could we do that would be as bad as this elite run world. Drugs, vaccine, geo eng, gmo etc destroying plant & wild life, we're next. All for Rockefeller + to depop 95% after we make them Zillionaires$$$$ https://twitter.com/luisbaram/status/916868918270218240 …",0,0,/DinaJon60818043/status/916892494213738496,
162,@zeezeesmommy1,Dena Dena,7 oct. 2017,And the Fetal cells are probably sold to #Vaccine Manufacturers to grow #GMO Vaccines which is known to contain #glyphosate,0,0,/zeezeesmommy1/status/916808218831216640,
163,@deNutrients,Jennifer Depew,7 oct. 2017,Did you know Zika virus vaccine is made with a GMO plasmid - any human getting Zika vac will be a Zika/human GMO - sensible? or profitable?,1,0,/deNutrients/status/916772111334637568,
164,@SlicksTweetz,TRUMP Defense  ☎️,6 oct. 2017,The #MSM and our #Government are counting on the fact folks are under #GMO #Fluoride #Vaccine control and forget about things after 30 days pic.twitter.com/25NReqNkTP,4,3,/SlicksTweetz/status/916384698560942080,
165,@Mg79379075,Mg,6 oct. 2017,"Bernie you all are killing US with HAARP, GMO foods, poisonous waters, toxic vaccinations, plastics in food fake foods &drinks
Depopulation",1,1,/Mg79379075/status/916360622312476673,
166,@AceFortunato5,John Fortunato,6 oct. 2017,Universal vaccinations with questionable chemicals along with the GMO pesticide/herbicide pollution of our water is cause for concern,0,0,/AceFortunato5/status/916322946511245318,
167,@GoodEnoughForMe,GoodEnoughForMe,6 oct. 2017,the amount of Very Smart Peeople who succumb to gmo/vaccine/med/whatever natural news scares is incredible,0,0,/GoodEnoughForMe/status/916289418302033920,
168,@jonithoreau,♬ChelseaMorning♬,5 oct. 2017,"Can we really blame them? Low IQ from vaccinations, poisens in the air, GMO foods, nutritional minerals being destroyed by soil fertilizers",0,0,/jonithoreau/status/916006197462831104,
169,@PamelaDrew,PamelaDrew,5 oct. 2017,"Special heads up #gmo #glyphosate #resistance in 8 hrs @Loraxlive w Dr Lorrin Pang, physician & WHO vaccine guru on exposure risks & ethics",0,0,/PamelaDrew/status/915969133971480576,
170,@achengula,Augustino Chengula,5 oct. 2017,"U.S. ,Australian Controlled Release of Aerosolized GMO Vaccine  Zombie Virus AIDS Ebola http://achengula.com/2017/10/05/u-s-australian-controlled-release-of-aerosolized-gmo-vaccine-zombie-virus-aids-ebola/ …",0,0,/achengula/status/915947890316636160,
